Date,Adj_Close,Close,High,Low,Open,Volume
1995-03-16,33.9321,49.7812,49.8125,49.4375,49.4375,20400
1995-03-17,33.9659,49.5625,49.625,49.4062,49.4375,89900
1995-03-20,33.9659,49.5625,49.625,49.4687,49.625,91700
1995-03-21,33.8802,49.4375,49.875,49.3593,49.5625,104400
1995-03-22,33.9123,49.4843,49.5312,49.3281,49.5312,74900
1995-03-23,33.9337,49.5156,49.6562,49.3593,49.4218,220500
1995-03-24,34.4156,50.2187,50.2187,49.6718,49.6718,134000
1995-03-27,34.5547,50.4218,50.4218,50.1718,50.2968,132100
1995-03-28,34.5547,50.4218,50.4218,50.2343,50.2968,121900
1995-03-29,34.544,50.4062,50.8906,50.125,50.375,246100
1995-03-30,34.4798,50.3125,50.5156,50.1093,50.5156,298400
1995-03-31,34.3406,50.1093,50.1718,49.5468,49.9218,541300
1995-04-03,34.4262,50.2343,50.2343,50.0625,50.0937,193300
1995-04-04,34.6512,50.5625,50.5625,50.25,50.25,66900
1995-04-05,34.6512,50.5625,50.6093,50.4218,50.4531,107200
1995-04-06,34.7797,50.75,50.7968,50.5937,50.6875,352500
1995-04-07,34.7475,50.7031,50.8593,50.4687,50.8593,361400
1995-04-10,34.8117,50.7968,50.7968,50.5937,50.625,285400
1995-04-11,34.694,50.625,50.9375,50.5937,50.9218,250300
1995-04-12,34.8117,50.7968,50.7968,50.6093,50.7031,150900
1995-04-13,35.0045,51.0781,51.0937,50.8593,50.8906,243400
1995-04-17,34.801,50.7812,51.3125,50.625,51.2656,178900
1995-04-18,34.6832,50.6093,50.8281,50.4843,50.8281,329500
1995-04-19,34.6512,50.5625,50.7187,50.2968,50.6093,223000
1995-04-20,34.7047,50.6406,50.7812,50.4375,50.7031,207900
1995-04-21,34.876,50.8906,50.9062,50.6562,50.6562,145000
1995-04-24,35.2829,51.4843,51.4843,50.8593,50.8593,169000
1995-04-25,35.1865,51.3437,51.4843,51.3125,51.4062,293200
1995-04-26,35.2187,51.3906,51.4218,51.125,51.25,204400
1995-04-27,35.3043,51.5156,51.5468,51.2812,51.3125,502200
1995-04-28,35.3579,51.5937,51.6718,51.1718,51.5,130800
1995-05-01,35.2615,51.4531,51.6562,51.4531,51.5468,518700
1995-05-02,35.3365,51.5625,51.6406,51.3906,51.5,228400
1995-05-03,35.829,52.2812,52.2812,51.7343,51.7343,724700
1995-05-04,35.8076,52.25,52.6875,52.125,52.3437,311400
1995-05-05,35.7648,52.1875,52.4687,52.0781,52.4687,314900
1995-05-08,36.0218,52.5625,52.7343,52.0937,52.1406,183100
1995-05-09,35.9896,52.5156,52.8437,52.4375,52.7812,180600
1995-05-10,36.0325,52.5781,52.6718,52.3281,52.6562,330300
1995-05-11,36.1288,52.7187,52.7187,52.4843,52.6562,351700
1995-05-12,36.1503,52.75,52.875,52.5,52.5156,94600
1995-05-15,36.3216,53.0,53.0,52.7812,52.8906,147200
1995-05-16,36.343,53.0312,53.1562,52.8906,52.9843,221600
1995-05-17,36.2038,52.8281,53.0468,52.7812,53.0312,189200
1995-05-18,35.6791,52.0625,52.7656,52.0625,52.7343,577800
1995-05-19,35.7005,52.0937,52.1875,51.9062,51.9843,363900
1995-05-22,36.0967,52.6718,52.75,52.2343,52.2656,216000
1995-05-23,36.4287,53.1562,53.1562,52.6093,52.7656,136800
1995-05-24,36.4073,53.125,53.4218,52.7968,53.25,370800
1995-05-25,36.4394,53.1718,53.2187,52.7187,52.9687,379900
1995-05-26,36.0218,52.5625,52.9843,52.3593,52.9687,518600
1995-05-30,36.011,52.5468,52.8281,52.375,52.6875,61500
1995-05-31,36.7606,53.6406,53.6406,52.4531,52.4531,564500
1995-06-01,36.6643,53.5,53.9062,53.25,53.4062,810100
1995-06-02,36.6963,53.5468,53.9218,53.0937,53.2812,112900
1995-06-05,36.9213,53.875,54.0468,53.5,53.5468,257200
1995-06-06,36.857,53.7812,54.0156,53.7812,53.8281,165800
1995-06-07,36.6643,53.5,53.7031,53.4375,53.6718,41900
1995-06-08,36.5786,53.375,53.6406,53.375,53.4843,141100
1995-06-09,36.3644,53.0625,53.3281,52.75,53.2656,304900
1995-06-12,36.5678,53.3593,53.5781,53.2031,53.2343,378500
1995-06-13,36.9641,53.9375,53.9687,53.5625,53.6093,120000
1995-06-14,36.932,53.8906,53.9531,53.6875,53.8593,389400
1995-06-15,37.0926,54.125,54.2343,53.875,53.9687,274500
1995-06-16,37.2027,53.9687,53.9687,53.7031,53.7031,325100
1995-06-19,37.6228,54.5781,54.6093,54.0937,54.125,134600
1995-06-20,37.5258,54.4375,54.6093,54.3906,54.4218,287800
1995-06-21,37.5043,54.4062,54.6562,54.4062,54.6093,158200
1995-06-22,37.9998,55.125,55.1562,54.6406,54.6406,297000
1995-06-23,37.9243,55.0156,55.0312,54.8437,55.0,315400
1995-06-26,37.4719,54.3593,54.9531,54.3593,54.8593,132900
1995-06-27,37.3966,54.25,54.7031,54.2187,54.3437,127700
1995-06-28,37.5904,54.5312,54.75,54.0781,54.25,212600
1995-06-29,37.5258,54.4375,54.6718,54.0625,54.5312,89200
1995-06-30,37.5043,54.4062,54.7343,54.2968,54.5468,714100
1995-07-03,37.6443,54.6093,54.6093,54.4687,54.4687,9500
1995-07-05,37.7843,54.8125,55.0625,54.6406,54.7656,409300
1995-07-06,38.269,55.5156,55.5156,54.7187,54.8281,202500
1995-07-07,38.4414,55.7656,55.7812,55.375,55.4062,481700
1995-07-10,38.4629,55.7968,55.9531,55.7031,55.8125,400400
1995-07-11,38.2798,55.5312,55.7968,55.4531,55.75,420500
1995-07-12,38.7537,56.2187,56.3125,55.5312,55.6406,203400
1995-07-13,38.6675,56.0937,56.2656,56.0312,56.1406,215600
1995-07-14,38.6352,56.0468,56.0937,55.75,55.7968,543700
1995-07-17,38.8506,56.3593,56.4218,56.0781,56.125,171500
1995-07-18,38.5168,55.875,56.2656,55.8281,56.2656,221200
1995-07-19,38.0967,55.2656,55.7187,54.2031,55.6562,486600
1995-07-20,38.2367,55.4687,55.5781,55.0312,55.3281,318900
1995-07-21,38.1936,55.4062,55.625,55.1875,55.4218,94000
1995-07-24,38.4737,55.8125,55.875,55.4843,55.4843,108400
1995-07-25,38.7644,56.2343,56.3125,55.7031,55.875,107400
1995-07-26,38.7322,56.1875,56.4687,56.1718,56.2031,167800
1995-07-27,39.0553,56.6562,56.7031,56.4531,56.4531,187700
1995-07-28,38.8075,56.2968,56.7031,56.25,56.7031,415600
1995-07-31,38.7106,56.1562,56.3906,56.0312,56.3437,342500
1995-08-01,38.646,56.0625,56.2343,55.75,56.2343,141000
1995-08-02,38.5598,55.9375,56.7968,55.8437,56.3906,240400
1995-08-03,38.549,55.9218,55.9531,55.4531,55.5468,1193600
1995-08-04,38.5921,55.9843,56.0781,55.9218,56.0312,240500
1995-08-07,38.6783,56.1093,56.2812,56.0781,56.1093,193100
1995-08-08,38.6783,56.1093,56.3125,55.9375,56.1406,951900
1995-08-09,38.6675,56.0937,56.2968,56.0468,56.2968,107100
1995-08-10,38.5814,55.9687,56.2812,55.7343,56.1562,280800
1995-08-11,38.3659,55.6562,55.9843,55.4218,55.9218,257200
1995-08-14,38.7106,56.1562,56.1562,55.6718,55.7968,254800
1995-08-15,38.6352,56.0468,56.1406,55.6562,56.1406,44400
1995-08-16,38.7429,56.2031,56.2031,55.9375,56.0,374900
1995-08-17,38.6783,56.1093,56.2343,55.9062,56.2343,353800
1995-08-18,38.7214,56.1718,56.4062,56.125,56.3906,85400
1995-08-21,38.6137,56.0156,56.6406,56.0,56.4062,266700
1995-08-22,38.6891,56.125,56.2187,55.8125,56.0937,220200
1995-08-23,38.549,55.9218,56.2031,55.9218,56.1718,176500
1995-08-24,38.5921,55.9843,56.0937,55.75,55.9375,167400
1995-08-25,38.8075,56.2968,56.3906,56.0781,56.0781,195000
1995-08-28,38.6675,56.0937,56.4531,56.0,56.4531,293000
1995-08-29,38.7644,56.2343,56.25,55.7656,56.1562,1133100
1995-08-30,38.8506,56.3593,56.4218,56.2187,56.2812,437400
1995-08-31,38.8829,56.4062,56.5,56.2968,56.3437,491900
1995-09-01,39.0553,56.6562,56.75,56.3437,56.3906,629900
1995-09-05,39.4215,57.1875,57.2187,56.7343,56.8281,272200
1995-09-06,39.4969,57.2968,57.3593,57.2187,57.2343,214500
1995-09-07,39.5184,57.3281,57.3906,57.25,57.3593,258800
1995-09-08,39.6692,57.5468,57.5468,57.1718,57.5468,107300
1995-09-11,39.7769,57.7031,57.8125,57.6406,57.6406,260700
1995-09-12,39.96,57.9687,57.9687,57.5781,57.7187,139500
1995-09-13,40.1431,58.2343,58.3125,57.8906,57.9062,239800
1995-09-14,40.5094,58.7656,58.8125,58.2812,58.4375,457600
1995-09-15,40.4982,58.4375,58.5781,58.2031,58.4062,431200
1995-09-18,40.3466,58.2187,58.2656,57.9375,58.2343,307500
1995-09-19,40.5415,58.5,58.5312,58.125,58.3281,549600
1995-09-20,40.7364,58.7812,58.7812,58.5468,58.5937,290800
1995-09-21,40.4007,58.2968,58.75,58.0625,58.7031,508500
1995-09-22,40.4116,58.3125,58.375,57.7812,57.8281,449900
1995-09-25,40.3466,58.2187,58.375,58.0156,58.375,130000
1995-09-26,40.3358,58.2031,58.5312,58.0625,58.3906,466600
1995-09-27,40.3033,58.1562,58.1875,57.5937,57.9531,654400
1995-09-28,40.6065,58.5937,58.5937,58.1562,58.2031,456200
1995-09-29,40.5306,58.4843,58.9062,58.4062,58.5468,606600
1995-10-02,40.325,58.1875,58.625,58.0468,58.4843,293100
1995-10-03,40.3683,58.25,58.3437,57.9531,58.1875,839700
1995-10-04,40.325,58.1875,58.2812,58.1093,58.2812,248800
1995-10-05,40.444,58.3593,58.3593,58.0937,58.25,268800
1995-10-06,40.4765,58.4062,58.5781,58.3906,58.3906,75300
1995-10-09,40.1408,57.9218,58.2187,57.8125,58.1875,358200
1995-10-10,40.1192,57.8906,57.8906,57.2656,57.3281,360800
1995-10-11,40.2491,58.0781,58.0937,57.875,58.0937,228100
1995-10-12,40.4982,58.4375,58.4687,58.125,58.125,199800
1995-10-13,40.6282,58.625,58.8593,58.625,58.7031,488100
1995-10-16,40.4332,58.3437,58.5625,58.3437,58.4531,443600
1995-10-17,40.7039,58.7343,58.7968,58.2968,58.4062,146000
1995-10-18,40.823,58.9062,59.0937,58.7187,59.0156,228100
1995-10-19,41.018,59.1875,59.1875,58.7968,58.875,500600
1995-10-20,40.7689,58.8281,59.1875,58.8281,59.1406,748400
1995-10-23,40.6823,58.7031,58.8125,58.5468,58.5468,533000
1995-10-24,40.7256,58.7656,58.8437,58.625,58.7812,172200
1995-10-25,40.3899,58.2812,58.8906,58.2812,58.8125,302700
1995-10-26,40.0218,57.75,58.4218,57.2812,58.375,606800
1995-10-27,40.325,58.1875,58.1875,57.4218,57.6875,905800
1995-10-30,40.5848,58.5625,58.5937,58.3281,58.3281,488700
1995-10-31,40.4116,58.3125,58.8437,58.3125,58.7187,508200
1995-11-01,40.7364,58.7812,58.7812,58.2343,58.2812,415700
1995-11-02,40.9963,59.1562,59.1562,58.6875,58.6875,326000
1995-11-03,41.0504,59.2343,59.25,59.0625,59.2343,615000
1995-11-06,40.9097,59.0312,59.2187,59.0156,59.2187,311200
1995-11-07,40.7581,58.8125,59.0,58.625,59.0,358200
1995-11-08,41.1262,59.3437,59.375,58.8906,58.8906,357200
1995-11-09,41.2779,59.5625,59.5781,59.2812,59.5781,503700
1995-11-10,41.2562,59.5312,59.6093,59.2187,59.2343,795600
1995-11-13,41.2128,59.4687,59.6562,59.3125,59.4218,818500
1995-11-14,40.9422,59.0781,59.4843,59.0781,59.3593,341800
1995-11-15,41.3536,59.6718,59.6875,59.1093,59.1406,584700
1995-11-16,41.5811,60.0,60.0625,59.6562,59.6718,577700
1995-11-17,41.711,60.1875,60.2031,60.0156,60.0937,267000
1995-11-20,41.4944,59.875,60.2968,59.8593,60.2812,448800
1995-11-21,41.83,60.3593,60.3593,59.9218,59.9375,119200
1995-11-22,41.7001,60.1718,60.375,60.1718,60.3125,351600
1995-11-24,41.8084,60.3281,60.3281,60.1875,60.2343,62400
1995-11-27,41.8192,60.3437,60.6406,60.3437,60.4531,273000
1995-11-28,42.2632,60.9843,60.9843,60.1562,60.2968,479000
1995-11-29,42.3065,61.0468,61.0937,60.8437,61.0937,549200
1995-11-30,42.2091,60.9062,61.2031,60.8437,61.0468,286200
1995-12-01,42.2632,60.9843,61.0781,60.8437,60.9843,465200
1995-12-04,42.7829,61.7343,61.7343,61.0468,61.125,631700
1995-12-05,43.0645,62.1406,62.2031,61.625,61.6718,567700
1995-12-06,43.162,62.2812,62.5312,62.0,62.2968,272800
1995-12-07,42.9346,61.9531,62.2812,61.9062,62.2031,289700
1995-12-08,43.0753,62.1562,62.2343,61.7656,62.2187,296900
1995-12-11,43.2594,62.4218,62.5468,62.1562,62.2812,186500
1995-12-12,43.1295,62.2343,62.3593,62.1406,62.1406,299400
1995-12-13,43.4002,62.625,62.7031,62.3125,62.3125,390700
1995-12-14,43.0861,62.1718,62.7968,62.0156,62.6875,395000
